producerid,name
59666,"Browning, Tod"
59693,"Brownrigg, S.F."
59709,"Brownstein, Jerome"
59729,"Broyles, Ben"
59768,"Brubaker, James D."
59834,"Bruce, Linda"
59835,"Bruce, Lisa"
59866,"Bruce-Clayton, Martin"
59890,"Bruckheimer, Bonnie"
59891,"Bruckheimer, Jerry"
59956,"Brugge, Pieter Jan"
59957,"Bruggeman, Joseph"
60103,"Brundig, Reinhard"
60309,"Bruno, John (II)"
60410,"Brunton, Colin"
60413,"Brunton, Geno"
60632,"Bryant, Damon (I)"
60735,"Bryce, Ian"
60788,"Brysch, Michael"
60843,"Bréhat, Jean"
60862,"Brücker, Wolf-Dietrich"
60886,"Brüning, Jürgen"
61026,"Buchanan, Christopher (I)"
61160,"Buchman, Alexander"
61194,"Buchthal, Stanley F."
61210,"Buck, Andrea"
61229,"Buck, Harold"
61240,"Buck, Jules"
61327,"Buckler, Robert"
61376,"Buckley, Lauren (I)"
61388,"Buckley, Norman"
61451,"Bucknor, Paul"
61467,"Bucquoy, Jan"
61512,"Budd, Robin (I)"
61562,"Budin, Jessica G."
61791,"Bufford, Takashi"
61802,"Buford, Kenny"
61839,"Buggy, Joanna"
61854,"Buhai, Jeff"
61902,"Bui, Timothy Linh"
61903,"Bui, Tony (I)"
62001,"Bulajic, Bora"
62096,"Bulleit, James"
62172,"Bullock, Sandra"
62445,"Bunton, Liz"
62477,"Buonincontri, Cara"
62712,"Burg, Andy"
62713,"Burg, Charles"
62715,"Burg, Mark"
62807,"Burgess, Al (I)"
62956,"Burgund, Ann"
63043,"Burke, Charles (III)"
63069,"Burke, Edward (I)"
63073,"Burke, Erik (I)"
63080,"Burke, Graham (I)"
63104,"Burke, Jim (II)"
63291,"Burkons, Donna"
63435,"Burnett, Alan"
63627,"Burns, Edward (I)"
63628,"Burns, Edward J."
63725,"Burns, Michael (IV)"
63733,"Burns, Mike (III)"
63877,"Burrell, Peter"
63890,"Burres, Sonya"
63905,"Burrill, Timothy"
63973,"Burrows, John H."
64053,"Burstein, Louis"
64055,"Burstein, Nanette"
64066,"Bursztejn, Sylvain"
64157,"Burton, Jim (I)"
64195,"Burton, Richard (I)"
64221,"Burton, Tim (I)"
64353,"Busch, Thomas J."
64423,"Bush, Jenny"
64475,"Bushell, Anthony"
64477,"Bushell, David L."
64504,"Bushnell, Scott"
64662,"Bustos, Eduardo"
64695,"Butan, Marc"
64783,"Butler, Alex (I)"
65157,"Butterworth, Steve (I)"
65264,"Buyse, Emile"
65291,"Buzzi, Paolo"
65335,"Byck, Dann"
65342,"Bydalek, Jeffrey"
65409,"Bylander, Sheri"
65544,"Byrne, Gabriel"
65606,"Byrne, Seamus (I)"
65611,"Byrne, Sophie"
65646,"Byrnes, Thomas S."
65677,"Byrum, John"
65749,"Bähr, Helga"
65755,"Bär, Willi"
65784,"Bélanger, Gilles"
65820,"Bílek, Jan"
65882,"Bösiger, Johannes"
65901,"Bøe, Peter"
65921,"Bühler, Andreas (I)"
66078,"Caballes Maxwell, Raquel"
66283,"Cabrera, Frank (I)"
66556,"Cady, Fitch"
66613,"Caffaro, Cheri"
66621,"Caffey, Frank"
66684,"Cagianut, Thierry"
66710,"Cagney, William"
66874,"Cain, Christopher (I)"
66925,"Caine, Michael (I)"
67038,"Calabrese, James (I)"
67070,"Calabro-Oulman, Beth Anne"
67092,"Calamari, Joseph"
67103,"Caland, Brigitte"
67104,"Caland, Philippe"
67159,"Calciano, J.C."
67213,"Caldera, Carolyn"
67293,"Calderwood, Andrea"
67372,"Caldwell, Howell"
67392,"Caldwell, Michael (II)"
67429,"Caleb, Ruth"
67751,"Calleja, José María (II)"
67775,"Callender, Colin"
67789,"Calley, John"
67823,"Callon, Trudi"
68147,"Camarata, Anita"
68149,"Camarda, Michele"
68282,"Cameron, Barbara (II)"
68317,"Cameron, James (I)"
68329,"Cameron, John (II)"
68341,"Cameron, Kisha Imani"
68405,"Camhe, Beverly J."
68457,"Caminer, Sylvia"
68462,"Caminito, Augusto"
68515,"Camon, Alessandro"
68531,"Camp, Carolyn H."
68534,"Camp, Colleen"
68541,"Camp, Joe (I)"
68682,"Campbell, Bruce (I)"
68761,"Campbell, David (VI)"
69099,"Campbell, Timothy (I)"
69187,"Campion, Jane"
69345,"Campoy, Eduardo"
69558,"Candy, John"
69702,"Cannaro, Milena"
69716,"Canne, Nicole"
69764,"Cannold, Jay"
69765,"Cannold, Mitchell"
69844,"Cannon, Reuben (I)"
69985,"Canter, Ross"
69987,"Canter, Stanley S."
70000,"Cantero, Mate"
70009,"Cantillon, Elizabeth"
70011,"Cantin, Marie (I)"
70041,"Canton, Mark"
70042,"Canton, Neil"
70355,"Caplan, Sarah"
70361,"Caplan, Twink"
70401,"Capogrosso, Deborah"
70475,"Capp, Dixie J."
70491,"Cappe, Syd"
70551,"Capra III, Frank"
70552,"Capra Jr., Frank"
70558,"Capra, Frank"
70597,"Capshaw, Kate"
70675,"Carabatsos, James"
70690,"Caracciolo Jr., Joseph M."
70692,"Caracciolo, Joseph M."
70873,"Carcassonne, Philippe"
70874,"Carcaterra, Lorenzo"
70917,"Cardarelli, Romano"
70944,"Carden, Jim (I)"
70948,"Cardenal, Antonio"
71200,"Carelli, Joann"
71239,"Carey, Anne (I)"
71400,"Carillo, Julio (I)"
71403,"Carillo, Purita"
71514,"Carli, Ann"
71568,"Carliner, Rob"
71579,"Carlis, Steve"
71597,"Carlisle, Matthew (I)"
71652,"Carlsen, Esben Høilund"
71837,"Carlton, Rex (I)"
71864,"Carlyle, Phyllis"
71968,"Carmody, Don"
72037,"Carnahan, Joe"
72060,"Carneiro, Adair Roberto"
72096,"Carnes, Michele E."
72101,"Carness, Tracy"
72202,"Caro, Julio (I)"
72290,"Caroselli, Trish"
72308,"Carouso, Tom"
72368,"Carpenter, John (I)"
72480,"Carr, Allan"
72492,"Carr, Benjamin (I)"
72512,"Carr, Christine (I)"
72615,"Carr, Patricia (I)"
72652,"Carr, Terry (I)"
72663,"Carr, Warren (I)"
72722,"Carraro, Bill"
72726,"Carras, Anthony"
72869,"Carreras, Chris"
72879,"Carreras, Michael"
72884,"Carreras, Raquel (I)"
72894,"Carrere, Tia"
72904,"Carretero, Carlota"
73121,"Carroll, Charles S."
73152,"Carroll, Elizabeth (I)"
73163,"Carroll, Gordon"
73218,"Carroll, Matt (I)"
73288,"Carroll, Willard (I)"
73290,"Carroll-Colicchio, Jeri"
73344,"Carré, Léon"
73419,"Carson, L.M. Kit"
73567,"Carter, Chris (I)"
73609,"Carter, Donald C."
73623,"Carter, Gina"
73876,"Cartlidge, William P."
73893,"Cartsonis, Susan"
73954,"Caruso, D.J."
73968,"Caruso, Fred C."
73996,"Caruso, Rocco"
74150,"Carville, Lisa"
74218,"Casady, Guymon"
74382,"Cascante, Gregory"
74490,"Casemiro, Eryk"
74569,"Casey, Michael R. (I)"
74578,"Casey, Patricia (I)"
74773,"Casper, Sarah"
74853,"Cassavetti, Patrick"
74917,"Cassidy, Esther"
74956,"Cassidy, William J."
75159,"Castellaneta, P.J. (I)"
75232,"Castelli, Jean (I)"
75492,"Castillo, Óscar"
75526,"Castle, Michael D."
75534,"Castle, Terry (I)"
75536,"Castle, William"
75835,"Casé, Augusto"
75871,"Catalano, Pete"
75878,"Cataldi, Anna"
75970,"Catenacci, Luciano"
76018,"Cathell, M. Cevin"
76068,"Catmull, Ed"
76082,"Caton-Jones, Michael"
76086,"Catovic, Maksa"
76169,"Caucheteux, Pascal"
76362,"Cavallero, Carolyn"
76383,"Cavallo, Robert"
76387,"Cavan, Susan"
76485,"Cavendish, Jonathan"
76653,"Cazes, Jean"
76663,"Cazès, Lila"
76686,"Caño, Manuel"
76753,"Cecchi Gori, Mario"
76754,"Cecchi Gori, Vittorio"
77092,"Celozzi Sr., Nick"
77224,"Cerasuolo, Guido (I)"
77270,"Cerezo, Enrique"
77402,"Cerulus, Sam"
77507,"Cesaretti, Gusmano"
77537,"Cespedes, Rafael"
77647,"Chabert, Linda"
77673,"Chabriel, Joan Claire"
77694,"Chackler, David"
77787,"Chadwick, I.E."
77790,"Chadwick, Jill (I)"
77831,"Chaffee, Winnie"
77839,"Chaffin, Ceán"
77845,"Chaffin, Stokely"
77916,"Chaiken, Jennifer"
78139,"Chalopin, Jean"
78340,"Chambers, Michael (II)"
78357,"Chambers, Robin (I)"
78482,"Champion, Gregg (I)"
78579,"Chan, Chun-keung"
78587,"Chan, Darlene K."
78590,"Chan, David (III)"
78653,"Chan, Jackie (I)"
78758,"Chan, Pui-wah"
78792,"Chan, Teddy (I)"
78811,"Chan, Wai-Chung"
78821,"Chan, Willie"
78825,"Chan, Ye-cheng"
78827,"Chan, Yi-kan"
78930,"Chandler, Evan (I)"
79262,"Chang, Martha"
79323,"Chang, Terence"
79410,"Channing Williams, Simon"
79532,"Chapelle, Nancy"
79545,"Chapin, Doug (I)"
79567,"Chaplin, Charles"
79584,"Chaplin, Saul"
79662,"Chapman, Freddye"
79681,"Chapman, Jan (I)"
79690,"Chapman, John (I)"
79824,"Chappelle, Dave"
79833,"Chapple, John Paul"
79886,"Charas, Andrew"
79910,"Charbonnet, Patricia (I)"
80073,"Charlesworth, Bruno"
80166,"Charny, Ruth"
80176,"Charpentier, Mark"
80224,"Chartoff, Robert"
80267,"Chase, Brandon (I)"
80275,"Chase, Christopher"
80282,"Chase, Debra Martin"
80366,"Chasin, Emma"
80367,"Chasin, Liza"
80374,"Chaskin, Janis Rothbard"
80376,"Chasman, David (I)"
80377,"Chasman, Julia"
80829,"Chayefsky, Paddy"
80863,"Chea, Claudio (I)"
81066,"Chelsom, Peter"
81235,"Chen, Joan (I)"
81243,"Chen, Kaige"
81386,"Chen, Tiffany (I)"
81600,"Cheng, Sui Je"
81767,"Chernoff, Joel"
81774,"Chernov, Jeffrey"
81805,"Cherot, Christopher Scott"
81806,"Cherot, S.J."
81886,"Cherubino, Michael A."
81937,"Chesman, Melissa"
82168,"Cheveldave, Randy"
82210,"Chew, Richard (I)"
82228,"Cheyko, Michel"
82379,"Chiara, Charles A."
82680,"Childers, Michael (I)"
82797,"Chimenz, Marco"
82813,"Chin, Amy (I)"
82886,"Chin, Stephen (I)"
82962,"Chinich, Michael"
82966,"Chinlund, Nick"
83239,"Chiu, Fu-Sheng"
83394,"Cho, Margaret"
83444,"Choa, Carolyn"
83455,"Chobanian, Arthur"
83886,"Chorches, Alec"
83907,"Chory, Jim"
83910,"Chosed, Scott"
84108,"Chow, Raymond"
84111,"Chow, Roberta"
84228,"Chrisafis, Chris"
84235,"Chrisman, Dale"
84240,"Chrisp, Jacky"
84557,"Christiansen, Robert W."
84664,"Christmas, Ken (I)"
84870,"Chu, Alan (I)"
85001,"Chua, Lam"
85041,"Chubb, Caldecot"
85210,"Chung, Hu-pin"
85375,"Churchill, Patricia"
85410,"Chutkowski, Ryszard"
85677,"Cicogna, Bino"
85688,"Cicutto, Roberto"
85850,"Cimino, Michael (I)"
86084,"Cirne, Cristina"
86322,"Clainos, Nicholas"
86358,"Clanagan, Jeff"
86444,"Claravall, Nita"
86508,"Clark, Al (II)"
86549,"Clark, Bob (III)"
86737,"Clark, Jason (I)"
86824,"Clark, Larry (I)"
86888,"Clark, Melissa A."
87020,"Clark, Terri (I)"
87071,"Clark-Hall, Steve"
87261,"Clarke, Robert (I)"
87362,"Clash, Kevin"
87398,"Claus, Richard"
87444,"Claussen, Jakob"
87453,"Clavel, Andre"
87459,"Clavell, James"
87486,"Clawson, Tim"
87554,"Claybourne, Doug"
87610,"Clayton, Jack (I)"
87747,"Cleese, John"
87754,"Clegg, Allegra"
87765,"Clegg, Terence A."
87772,"Cleitman, René"
87818,"Clement, Dick"
87871,"Clemente, Ralph"
87935,"Clements, Ron"
87946,"Clemmer, Ronnie D."
88001,"Clercq, Jacques de"
88012,"Clermont, Nicolas"
88015,"Clermont-Tonnerre, Antoine de"
88017,"Clermont-Tonnerre, Martine de"
88033,"Cleveland, Rick (I)"
88093,"Clifford, Carl"
88102,"Clifford, Frank (I)"
88108,"Clifford, Jeffrey (II)"
88293,"Clokey, Art"
88294,"Clokey, Gloria"
88333,"Closson, Lionel"
88372,"Clough, Linda Jones"
88539,"Coakley, H.M."
88562,"Coaracy, Afonso"
88592,"Coates, John (I)"
88622,"Coats, Pam"
88626,"Coatsworth, David"
88678,"Cobb, Melissa (I)"
88733,"Coblenz, Walter"
88749,"Cobo, Nacho"
88912,"Cockburn, Andrew (I)"
88918,"Cockburn, Leslie (I)"
88995,"Codazzi, Juan Carlos"
89044,"Cody, Bill (II)"
89150,"Coen, Ethan"
89155,"Coen, Joel"
89366,"Cogswell, Lisa"
89384,"Cohan, Matthew (I)"
89418,"Cohen, Adrianna A.J."
89426,"Cohen, Albert J."
89443,"Cohen, Andrew (II)"
89452,"Cohen, Andy (III)"
89459,"Cohen, Ara"
89501,"Cohen, Bobby (I)"
89508,"Cohen, Bruce"
89537,"Cohen, Dalisa"
89562,"Cohen, David (VIII)"
89596,"Cohen, Edward H."
89603,"Cohen, Emanuel"
89686,"Cohen, Jason (II)"
89689,"Cohen, Jay (III)"
89729,"Cohen, Jonathan (VI)"
89742,"Cohen, Joseph Newton"
89835,"Cohen, Mark N."
89862,"Cohen, Michael (IV)"
89911,"Cohen, Peter M."
89947,"Cohen, Richard L."
89948,"Cohen, Richard M. (I)"
89951,"Cohen, Rob (I)"
89975,"Cohen, Rudy"
90007,"Cohen, Stacy (I)"
90030,"Cohen, Stuart (I)"
90035,"Cohen, Tani"
90064,"Cohen, Wendy Jo"
90108,"Cohn, Arthur"
90119,"Cohn, David (I)"
90127,"Cohn, Harry (I)"
90157,"Cohn, Peter"
90395,"Colby, Ronald"
90523,"Cole, Janet (I)"
90631,"Cole, Randel"
90772,"Coleman, Herbert"
90843,"Coleman, Paul Vincent"
90874,"Coleman, Thomas (I)"
90877,"Coleman, Tom (III)"
90935,"Colesberry, Robert F."
90983,"Colichman, Paul"
90997,"Colina, Luis"
91096,"Colleary, Michael"
91136,"Colleton, Sara"
91137,"Collett, Alexander B."
91363,"Collins, Chris (II)"
91397,"Collins, David (I)"
91398,"Collins, David (II)"
91426,"Collins, Eric (I)"
91440,"Collins, Guy (I)"
91458,"Collins, Jeff (I)"
91705,"Collins, Whit (II)"
91732,"Collis, Alan (I)"
91740,"Collis, Terry"
91858,"Colombo, Arrigo"
91891,"Colomby, Harry"
91897,"Colomo, Fernando"
91961,"Colpaert, Carl"
91985,"Colt, Beth"
92054,"Columbus, Chris"
92090,"Colvin, Suzanne"
92102,"Colwell, Thom"
92134,"Comas Gil, Jaime"
92285,"Comfort, John"
92383,"Compin, Antoine"
92541,"Conda, George"
92815,"Conli, Roy"
92845,"Conn, Diane"
92871,"Connaughton, Shane"
92984,"Conner, Jeff (II)"
93027,"Connery, Sean"
93180,"Connor, Richard"
93221,"Connors, Sarah"
93276,"Conrad, Chris (I)"
93294,"Conrad, Jack (III)"
93313,"Conrad, Mikel"
93363,"Conroy, Daneen Lagrone"
93410,"Considine Jr., John W."
93534,"Conte, D. Constantine"
93873,"Cook, Brian W."
93895,"Cook, Cheryl (I)"
94066,"Cook, Lisa C."
94173,"Cook, Tommy (I)"
94234,"Cooke, Janice"
94332,"Cooley, Sean (I)"
94404,"Coonan, John R."
94422,"Cooney, Joan Ganz"
94493,"Cooper, Bob (IV)"
94633,"Cooper, Jane DeVries"
94703,"Cooper, Mark (III)"
94721,"Cooper, Merian C."
94737,"Cooper, Nessa"
94761,"Cooper, Ray (II)"
94771,"Cooper, Robert (V)"
94794,"Cooper, Saul"
94819,"Cooper, Susan (III)"
94881,"Coote, Greg"
94936,"Copeland III, Miles A."
94994,"Copeland, Rob (I)"
95121,"Coppola, Francis Ford"
95122,"Coppola, Gian-Carlo"
95282,"Corbin, Kathleen Brown"
95341,"Corcoran, Kevin (I)"
95356,"Corcos, Leon"
95480,"Cordina, Lena"
95625,"Corke, Penny"
95657,"Corley, Al"
95684,"Corman, Cis"
95686,"Corman, Julie"
95688,"Corman, Roger"
95764,"Cornelisse, Gerard"
95800,"Cornell, Diane"
95801,"Cornell, Ellie"
95806,"Cornell, John (I)"
95857,"Cornfeld, Stuart"
95872,"Cornick, Jonathan"
96089,"Corrao, Angelo"
96193,"Corrente, Libby"
96194,"Corrente, Michael"
96221,"Corrigan, Kieran"
96287,"Corsi, Tilde"
96298,"Corsini, Don"
96328,"Cort, Robert W."
96329,"Cort, Scott M."
96358,"Cortes, Robert (I)"
96372,"Cortesi, Massimo"
96544,"Corwin, Sherrill C."
96581,"Coscarelli, Dac"
96583,"Coscarelli, Don"
96958,"Costanzo, Julie"
96972,"Costas, Celia D."
97003,"Costello, George (I)"
97094,"Costner, Kevin"
97190,"Cotone, Mario"
97271,"Cottle, Graham"
97303,"Cotton, Martha R."
97329,"Cottrell, Faye K."
97389,"Couffer, Jack"
97475,"Coulson, Crocker"
97531,"Counihan, Judy"
97611,"Court, David (I)"
97651,"Courtland, Jerome"
97662,"Courtney, Christine (II)"
97674,"Courtney, Kathleen M."
97830,"Couturié, Bill"
97832,"Couveinhes, Pierre"
97892,"Covert, Allen"
97973,"Cowan, Cindy"
97999,"Cowan, Jon"
98010,"Cowan, Lester"
98024,"Cowan, Paul (I)"
98032,"Cowan, Rob (I)"
98051,"Coward, Noel"
98084,"Cowel, Eileen"
98132,"Cowie, Robin"
98184,"Cowling, Tim"
98293,"Cox, Frank (IV)"
98533,"Cozell, Michael J."
98595,"Cracchiolo, Dan"
98627,"Craft Sr., Michael"
98670,"Craib, Chris"
98674,"Craig Poon, Troy"
98685,"Craig, Carl (I)"
98691,"Craig, Cuba"
98781,"Craig, Shirley"
98869,"Cramer, Peter (I)"
98965,"Crane, Julie B."
99102,"Craven, Wes"
99126,"Crawford Jr., Robert"
99194,"Crawford, James (II)"
99202,"Crawford, Jesse (I)"
99283,"Crawford, Wayne (I)"
99427,"Creel, Leanna (I)"
99488,"Crenn, Yvon"
99517,"Crescenzi, Antonio"
99536,"Crespi-Horowitz, Sam"
99691,"Crichton, Michael"
99713,"Crier, Cammie"
99767,"Criscione, Michael"
99820,"Cristaldi, Franco"
100014,"Crockett, Dick"
100034,"Crofford, Keith"
100173,"Cronenberg, David"
100189,"Cronin, Christopher (I)"
100254,"Cronyn, Christopher"
100336,"Crosby, Denise"
100390,"Crosnier, Gérard"
100490,"Cross, Pippa"
100603,"Crouch, Matthew"
100605,"Crouch, Paul (I)"
100656,"Crow, Emilia"
100670,"Crow, Robert"
100692,"Crowdy, Mark"
100703,"Crowe, Cameron (I)"
100707,"Crowe, Christopher"
100796,"Crowley, Patrick (I)"
100893,"Crudo, Richard"
100902,"Cruickshank, Harriet"
100903,"Cruickshank, Jim"
100918,"Cruise, Tom"
100995,"Cruse, Meredith"
101194,"Cruz, Rafael (III)"
101255,"Cryer, Jon"
101261,"Crystal, Billy"
101330,"Csupo, Gabor"
101388,"Cube, Ice"
101463,"Cuddy, Carol"
101471,"Cuddy, Michael C."
101485,"Cudworth, Tom"
101489,"Cuel, François"
101530,"Cuerda, José Luis"
101764,"Cullen, Paddy"
101765,"Cullen, Patricia (III)"
101980,"Cummings, Jack (I)"
102048,"Cummins, Jack (I)"
102302,"Cunningham, Patrick (I)"
102324,"Cunningham, Sandra"
102330,"Cunningham, Sean S."
102376,"Cuomo, Alfredo"
102396,"Cuperman, Rachel"
102437,"Curb, Mike"
102476,"Curfman, Dawn Todd"
102536,"Curling, Chris"
102680,"Currier, Lavinia (I)"
102681,"Currier, R. Blaine"
102816,"Curtis, Bonnie"
102817,"Curtis, Bruce Cohn"
102818,"Curtis, Bruce William"
102827,"Curtis, Dan (I)"
102836,"Curtis, Douglas"
102870,"Curtis, Kelly (II)"
102872,"Curtis, Ken (I)"
102914,"Curtis, Richard (I)"
102923,"Curtis, Sarah"
102930,"Curtis, Simon (I)"
102938,"Curtis, Tom (I)"
102949,"Curtiss, Alan B."
102996,"Cusack, John (I)"
103081,"Cussons, Jane"
103133,"Cuthrell, Elizabeth"
103147,"Cutler, Devorah"
103168,"Cutler, Martin"
103173,"Cutler, R.J."
103331,"Cyran, Catherine"
103374,"Czarnecki, Jim"
103554,"Côté, Glenn Richard"
103579,"d'Acosta, Michele"
103590,"D'Addario, Paul"
103743,"D'Amico, Kirk"
103851,"D'Antoni, Philip"
103876,"d'Arbeloff, Eric"
103890,"D'Arcy, Marcus"
103991,"D'Esposito, Louis"
104040,"D'Oliveira, Damon"
104057,"D'Onofrio, Vincent"
104058,"D'Or, Daniel"
104256,"Da Silva, Jack 'JDS'"
104400,"DaCosta, Morton"
104494,"Dafoe, Willem"
104533,"Dagher, Eddy"
104537,"Dagher, Nadine"
104576,"Dahan, Alain (I)"
104584,"Dahan, Michael (II)"
104612,"Dahl, Dicky"
104637,"Dahl, Liccy"
104643,"Dahl, Rick"
104720,"Dahmane, Boudjemaa"
104778,"Daigler, Gary"
104937,"Daldoul, Hassen"
105059,"Daley, Robert (I)"
105230,"Dalto, Andra"
105295,"Dalton, Robin"
105370,"Daly, James (IV)"
105386,"Daly, John (III)"
105395,"Daly, Jules"
105436,"Daly, Tom (I)"
105481,"Damaschke, Bill"
105569,"Damiani, Simon"
105652,"Damon, Malia"
105653,"Damon, Mark (I)"
105766,"Dance, William (I)"
105782,"Dancigers, Óscar"
105919,"Dangerfield, Rodney"
105963,"Daniel, Chris (I)"
105969,"Daniel, Don (I)"
106025,"Daniel, Sarah"
106027,"Daniel, Sean (I)"
106134,"Daniels, Gerri"
106202,"Daniels, Ron (I)"
106294,"Danischewsky, Monja"
106407,"Danon, Marcello"
106473,"Dante, Joe (I)"
106493,"Danton, Steve"
106523,"Danza, Tony"
106542,"Danziger, Edward J."
106543,"Danziger, Harry Lee"
106595,"DaPuzzo, Peter T."
106608,"Darabont, Frank"
106689,"Dardenne, Jean-Pierre"
106690,"Dardenne, Luc"
106882,"Daroudchi, Khalil"
107041,"Das, Gautam"
107142,"Dash, Julie"
107208,"Dassault, Marcel"
107278,"Dattila, Robert"
107367,"Daujon, Daniel"
107382,"Dauman, Anatole"
107385,"Dauman, Pascale"
107417,"Dauterive, Mitchell E."
107549,"Davey, Bruce (I)"
107704,"David, Pierre (I)"
107709,"David, Ray"
107722,"David, Saul (I)"
107729,"David, Stephen (I)"
107821,"Davidson, Andrew (II)"
107830,"Davidson, Boaz"
107893,"Davidson, Jeffrey L."
107900,"Davidson, Jim (IV)"
108155,"Davies, Justin (I)"
108250,"Davies, Shan"
108370,"Davis, Alena"
108392,"Davis, Andrew (I)"
108399,"Davis, Andrew Z."
108405,"Davis, Anna Maria"
108441,"Davis, Betsy (I)"
108486,"Davis, Bridget D."
108508,"Davis, Carlos (I)"
108692,"Davis, Geena"
108739,"Davis, Israel"
108767,"Davis, James T. (I)"
108833,"Davis, John (I)"
108834,"Davis, John (III)"
108848,"Davis, John M. (I)"
108879,"Davis, Julie (I)"
108907,"Davis, Kellie (I)"
109016,"Davis, Michael (II)"
109096,"Davis, Peaches (I)"
109104,"Davis, Peter S."
109117,"Davis, Phillipa"
109284,"Davis, Tamra"
109340,"Davis, W. Terry"
109416,"Davison, Jon"
109645,"Dawson, Kim (II)"
109765,"Day, Janette"
109946,"Dayton, Jonathan"
110155,"de Beauregard, Georges"
110163,"De Bello, John (I)"
110164,"De Benedetti, Alex"
110252,"de Brabant, Jimmy"
110264,"De Brito, Paulo Carlos"
110382,"de Castro, Niña"
110403,"de Chabaneix, Edouard"
110440,"de Clercq, Dimitri"
110538,"De Felitta, Frank"
110554,"De Fina, Barbara"
110609,"De Gallardo, Carmen M."
110666,"de Graff, Alfred"
110697,"de Grunwald, Anatole"
110747,"De Haven Jr., Carter"
110749,"de Heer, Rolf"
110751,"De Hert, Robbe"
110800,"De Jesus, Victor"
110968,"De La Fuente, Leonardo"
110999,"de la Gándara, Beatriz"
111040,"De La Noy, Kevin"
111152,"De La Torre, Dale"
111249,"De Laurentiis, Aurelio"
111250,"De Laurentiis, Dino (I)"
111251,"De Laurentiis, Federico"
111257,"De Laurentiis, Martha"
111259,"De Laurentiis, Raffaella"
111270,"de Lauzirika, Charles"
111293,"De Leo, Vincenzo"
111420,"De Los Santos, Nancy"
111447,"De Luca, Michael"
111478,"de Macedo, Iona"
111491,"De Mann, Freddy"
111494,"De Marchena, Rafael"
111630,"De Mornay, Rebecca"
111654,"De Nardo, Jim"
111674,"De Niro, Robert"
111750,"De Palma, Brian"
111758,"de Palmer, Joe"
111900,"De Rita, Massimo"
112055,"De Sica, Vittorio"
112073,"De Simone, Esa"
112250,"De Vidas, Jean-Paul"
112357,"De Weers, Hans"
112365,"De Weers, Hans"
112406,"de Wolf, Hans"
112521,"Dean Pilcher, Lydia"
112533,"Dean, Angie (II)"
112544,"Dean, Beverlee"
112655,"Dean, Rod"
112754,"Dear, William"
112802,"Deason, Paul (I)"
112893,"DeBenedictis, Paul"
112916,"Debin, Jonathan"
113198,"Decraene, François-Xavier"
113249,"Dedmond, Lisa"
113334,"Deeley, Michael (I)"
113436,"DeFaria, Christopher"
113437,"deFaria, Walt"
113504,"DeFranco, Christopher"
113553,"Degas, Andre"
113683,"Degus, Bob"
113707,"DeHaven, Carter (I)"
113708,"DeHaven, Carter (III)"
113730,"Dehlavi, Jamil"
113826,"Deitchman, Ian (I)"
113946,"Dekrone, Jane"
114047,"Del Deo, Adam"
114199,"del Rosario III, Vicente G."
114201,"del Rosario Jr., Vic"
114220,"del Rosario, Valeria S."
114221,"Del Rosario-Corpus, Veronique"
114293,"Del Valle, Robert (I)"
114389,"Delamar, Mickey"
114401,"Deland, C. Kenneth"
114546,"DeLaurentiis, Suzanne"
114589,"Delbosc, Olivier"
114630,"DeLeo, Bernie"
114689,"Delfiner, Gary"
114785,"Delgado, Luis María"
115004,"Dellar, Mel (I)"
115064,"Delman, Jeffrey"
115139,"DeLorenzo, Anthony"
115275,"Delume, Daniel"
115340,"DeMarco, Kathy"
115367,"DeMaris, Rylyn"
115437,"Dembitzer, Stephen"
115506,"Demetrakas, Johanna"
115553,"Demidova, Aleksandra"
115559,"DeMille, Cecil B."
115567,"Deming, Norman"
115622,"Demme, Jonathan"
115623,"Demme, Ted"
115698,"Dempsey, Ceci"
115714,"Dempsey, Mike (I)"
116057,"Dennis, Brian (I)"
116147,"Dennison, Tim"
116207,"Densham, Pen"
116363,"Depardieu, Alain"
116364,"Depardieu, Gérard"
116399,"DePew, Gary"
116531,"Dercourt, Jacques"
116653,"Dern, Jonathan"
116774,"Dershowitz, Elon"
116923,"DeSanto, Tom"
116990,"Desclos, Gena"
117028,"DeShazer, Dennis"
117037,"Deshler, Steven"
117202,"Desormeaux, Jean"
117248,"Despres, Naomi"
117344,"DeSylva, Buddy G."
117448,"Deutchman, Ira"
117490,"Deutsch, Stephen (II)"
117522,"Devan, Bruce"
117629,"Devereux, Robert"
117687,"DeVincentis, D.V."
117758,"DeVito, Danny"
117788,"Devlin, Anna J."
117793,"Devlin, C. Tad"
117796,"Devlin, Dean"
117802,"Devlin, Don"
117915,"DeWaay, Larry"
117927,"DeWalt, Kevin"
117972,"Dewey, Alice"
117989,"Dewhurst, Alan"
118009,"Dewis, Jennifer"
118027,"DeWitt, Louis"
118104,"Deyhle, Rolf"
118196,"Dhanifu, Alicia"
118324,"Di Biase, Mario"
118355,"Di Clemente, Giovanni"
118369,"Di Dionisio, Dino"
118383,"Di Feliciantonio, Tina"
118524,"Di Novi, Denise"
118604,"Di Sarro, Ernesto"
118694,"Diamant, Limor"
118696,"Diamant, Moshe"
118748,"Diamond, I.A.L."
118780,"Diamond, Monty"
118786,"Diamond, Paul (I)"
118796,"Diamond, Ron (III)"
118814,"Diana, Juanita F."
119201,"DiCaprio, Leonardo"
119251,"Dick, Eddie"
