movieid,producerid,addition
1725774,299369,(co-producer)
1725774,386877,(producer)
1725774,408438,"(line producer)"
1725774,412793,"(executive producer)"
1726761,10506,(co-producer)
1726761,39000,"(executive producer)"
1726761,56148,"(executive producer)"
1726761,101261,"(executive producer)"
1726761,204704,"(associate producer)"
1726761,408298,(producer)
1726761,507765,(producer)
1726934,46590,(producer)
1726934,123241,"(executive producer)"
1726934,174180,(producer)
1726934,509292,"(producer: live action reference)"
1727017,87444,(producer)
1727017,382249,"(executive producer)"
1727017,515932,(producer)
1727017,522673,(producer)
1727082,381902,(producer)
1727237,365134,(producer)
1727348,54507,(producer)
1727348,69765,"(executive producer)"
1727348,100656,"(co-executive producer)"
1727348,100670,"(co-executive producer)"
1727348,191695,(producer)
1727348,309239,"(supervising producer)"
1727348,395803,"(executive producer)"
1727348,497453,"(executive producer)"
1727413,74578,(producer)
1727413,169558,"(executive producer) (uncredited)"
1727413,285854,"(executive producer)"
1727885,22736,(co-producer)
1727885,26894,(co-producer)
1727885,193028,"(producer) (as Annette Handley)"
1727885,260756,"(executive producer)"
1727885,282383,"(executive producer)"
1727885,332722,"(co-executive producer)"
1727885,434449,(producer)
1728742,438985,(producer)
1728742,511678,(producer)
1728802,107278,"(associate producer)"
1728802,239950,"(executive producer)"
1728802,240051,(producer)
1728802,300436,(producer)
1728802,488831,"(executive producer) (as Andrew Vajna)"
1728889,506009,"(producer) (uncredited)"
1728948,404953,(producer)
1728948,439812,"(associate producer)"
1729005,240063,(producer)
1729005,466714,"(line producer)"
1729026,58443,(producer)
1729026,150855,(co-producer)
1729026,173937,"(associate producer)"
1729026,333712,"(associate producer)"
1729026,352099,(co-producer)
1729026,363477,(producer)
1729026,411638,(producer)
1729026,426922,"(executive producer)"
1729026,456301,"(executive producer)"
1729026,516978,"(line producer)"
1729240,188711,(producer)
1729240,203652,(producer)
1729240,268504,"(executive producer)"
1729240,356395,(producer)
1729260,43315,(producer)
1729260,382890,"(associate producer)"
1729260,409457,(producer)
1729260,445247,"(associate producer)"
1729260,446869,(producer)
1729260,462577,"(executive producer)"
1729569,76383,"(executive producer)"
1729569,264609,"(executive producer)"
1729569,276055,"(executive producer)"
1729569,410194,(producer)
1729569,430418,"(associate producer)"
1729569,448294,"(associate producer)"
1729569,456297,(producer)
1729818,394797,(producer)
1729818,441619,(producer)
1730566,107549,(producer)
1730566,273621,"(associate producer)"
1730566,310441,"(executive producer)"
1730566,529921,"(assistant producer)"
1730640,13605,"(associate producer)"
1730640,36261,(producer)
1730640,58576,(co-producer)
1730640,79323,"(executive producer)"
1730640,133749,(producer)
1730640,226943,(co-producer)
1730640,250003,(co-producer)
1730640,330111,(co-producer)
1730640,369180,"(creative producer) (uncredited)"
1730836,44672,(producer)
1730975,161250,"(associate producer)"
1730975,182077,"(executive producer)"
1730975,229603,"(producer) (uncredited)"
1730975,405823,(producer)
1731412,82886,(producer)
1731412,86824,(producer)
1731412,437461,(co-producer)
1731412,520584,(producer)
1731505,13423,(producer)
1731582,22786,"(executive producer)"
1731582,42303,(producer)
1731582,73954,"(co-producer) (as D. J. Caruso)"
1731582,181867,"(associate producer)"
1731582,256154,(producer)
1731582,428229,"(associate producer)"
1731582,464012,(producer)
1732344,95764,(producer)
1732344,97531,(co-producer)
1732344,112357,"(producer) (as Hans de Weers)"
1732344,112406,(producer)
1732344,283172,(co-producer)
1732344,304731,(co-producer)
1732344,346229,"(line producer)"
1732344,352949,(co-producer)
1732496,147659,"(executive producer)"
1732496,276663,(producer)
1732496,386888,"(executive producer)"
1732496,408104,"(executive producer)"
1732496,504125,(producer)
1732496,520991,(producer)
1732658,123384,"(executive producer)"
1732658,191576,(producer)
1732658,191786,(co-producer)
1732658,257463,(co-producer)
1732658,413459,(co-producer)
1732658,439093,(producer)
1732658,460296,"(executive producer)"
1732658,481266,(producer)
1732858,7374,"(associate producer)"
1732858,299081,(producer)
1732858,349332,"(executive producer)"
1733111,391598,(producer)
1733479,18778,"(associate producer)"
1733479,20085,"(producer) (version "Apocalypse Now Redux (2001)")"
1733479,95121,"(producer) (as Francis Coppola)"
1733479,155735,(co-producer)
1733479,263119,"(co-producer) (version "Apocalypse Now Redux (2001)")"
1733479,406283,"(associate producer)"
1733479,406815,(co-producer)
1733479,444110,"(associate producer)"
1733479,458115,(co-producer)
1733566,50545,"(associate producer)"
1733566,180754,(producer)
1733566,191397,"(executive producer)"
1733566,356557,"(producer) (IMAX version) (uncredited)"
1733566,379740,"(associate producer)"
1733566,493948,"(associate producer)"
1734162,295727,(producer)
1734321,116923,"(co-producer) (as Thomas DeSanto)"
1734321,192695,(producer)
1734321,194246,"(executive producer)"
1734321,336340,(producer)
1734321,358246,"(associate producer)"
1734321,434513,"(associate producer)"
1734321,442753,(producer)
1734369,334764,"(co-producer) (as Amiyanath Mukhopadhyay)"
1734369,391598,(producer)
1734803,32883,"(associate producer)"
1734803,96328,"(co-executive producer)"
1734803,146633,"(co-executive producer)"
1734803,225270,(co-producer)
1734803,244406,(producer)
1734803,300520,"(executive producer)"
1734803,453090,"(executive producer)"
1734803,491901,(producer)
1735791,123927,(producer)
1735791,261925,"(executive producer)"
1735791,430428,"(associate producer)"
1736211,129561,"(associate producer)"
1736211,176872,(producer)
1736211,206198,(co-producer)
1736211,294791,"(co-executive producer)"
1736211,313943,"(associate producer)"
1736211,408018,"(executive producer)"
1736211,408679,"(co-executive producer)"
1736211,418426,(producer)
1736211,418429,(producer)
1736211,440147,"(executive producer)"
1736211,469981,"(executive producer)"
1736211,521799,(co-producer)
1736268,31184,"(associate producer)"
1736268,32204,(producer)
1736268,59891,(producer)
1736268,203193,"(executive producer)"
1736268,217657,(producer)
1736268,355485,"(executive producer)"
1736268,419435,"(associate producer)"
1736268,491495,"(executive producer)"
1736268,500836,"(associate producer) (as Barry Waldman)"
1736362,22988,"(associate producer) (as Jerry Baerwitz)"
1736362,180754,(producer)
1736362,241880,(producer)
1736362,296345,"(associate producer)"
1736362,388974,"(executive producer) (uncredited)"
1736592,68682,(co-producer)
1736592,111250,"(executive producer)"
1736592,470214,(producer)
1736794,7744,"(executive producer)"
1736794,22682,(producer)
1736794,22683,"(line producer) (uncredited)"
1736794,27984,"(associate producer)"
1736794,78653,"(executive producer)"
1736794,78821,"(executive producer)"
1736794,167008,"(co-executive producer)"
1736794,197128,"(associate producer)"
1736794,234166,"(co-executive producer)"
1736794,242319,"(associate producer)"
1736794,275292,"(associate producer)"
1736794,278254,(producer)
1736794,326579,(co-producer)
1736794,380422,(co-producer)
1736794,427855,"(executive producer)"
1736794,427856,"(executive producer)"
1736794,449013,"(executive producer)"
1737340,70558,"(associate producer) (uncredited)"
1737340,504169,"(executive producer)"
1737713,4929,"(executive producer: Italy)"
1737713,8066,"(assistant producer)"
1737713,14483,"(line producer)"
1737713,120833,"(executive producer: Italy)"
1737713,189180,(producer)
1737713,189894,"(co-producer) (as Christoph Meyer-Wiel)"
1737713,264474,"(line producer)"
1737713,371296,(co-producer)
1737713,417799,"(assistant producer)"
1737713,521069,"(assistant producer)"
1737766,182077,(producer)
1737766,229603,"(executive producer)"
1738481,57633,(producer)
1738481,230139,(producer)
1738481,241174,"(associate producer)"
1738481,299081,"(executive producer)"
1738481,299489,(co-producer)
1738481,379740,"(associate producer) (as Aldric Porter)"
1738481,416303,"(executive producer)"
1738481,426434,(co-producer)
1738481,516665,"(associate producer)"
1738481,529019,(producer)
1738481,530879,"(executive producer)"
1739234,19899,(producer)
1739234,64066,(producer)
1739234,104937,(producer)
1739234,462581,(producer)
1740732,172391,"(executive producer)"
1740732,173492,"(executive producer)"
1740732,253795,(producer)
1740752,91137,(co-producer)
1740752,98595,(co-producer)
1740752,111250,"(executive producer)"
1740752,123384,(producer)
1740752,129098,"(associate producer)"
1740752,139213,(producer)
1740752,146731,"(associate producer)"
1740752,169310,(producer)
1740752,176364,"(associate producer)"
1740752,269184,(producer)
1740752,335378,"(associate producer)"
1740752,342003,"(associate producer) (as Cynthia L. Neber)"
1740752,395806,"(associate producer)"
1740752,439093,"(executive producer)"
1740752,440919,(producer)
1740752,450110,(co-producer)
1740752,491495,(producer)
1740811,147499,"(assistant producer)"
1740811,238427,"(producer) (as J.S. Kaplan)"
1740811,240886,"(executive producer)"
1741487,46919,(producer)
1741487,189938,(producer)
1741487,466589,"(associate producer)"
1741487,516219,(producer)
1741682,98032,(producer)
1741682,362577,"(line producer)"
1741682,517371,(producer)
1742509,33018,"(executive producer)"
1742509,51424,"(executive producer) (as Gabriel Boustany)"
1742509,55531,"(associate producer) (uncredited)"
1742509,219019,"(producer) (as Denis Heroux)"
1742509,219020,"(associate producer) (as Justine Heroux)"
1742509,243861,(producer)
1742509,343371,"(associate producer)"
1743028,32264,"(associate producer) (2003 special edition)"
1743028,110163,(producer)
1743028,367257,"(producer) (as Steve Peace)"
1743028,407724,"(producer) (uncredited)"
1743689,205052,(producer)
1743852,110538,(producer)
1743852,518505,(producer)
1744178,100490,(producer)
1744178,109765,(co-producer)
1744178,130665,"(executive producer)"
1744178,290541,"(associate producer)"
1744178,313668,"(line producer)"
1744178,332299,"(executive producer)"
1744178,522508,(producer)
1744391,104400,"(producer) (uncredited)"
1744809,312972,"(executive producer)"
1744809,328874,(producer)
1744809,337961,(producer)
1744809,378608,"(executive producer)"
1744809,478620,(producer)
1744809,478669,(producer)
1744811,80366,"(associate producer)"
1744811,111447,"(executive producer)"
1744811,265635,"(executive producer)"
1744811,288973,"(producer) (as John Lyons)"
1744811,312972,(producer)
1744811,328874,(producer)
1744811,337961,(producer)
1744811,459757,"(executive producer)"
1744811,478620,(producer)
1744811,478669,(producer)
1745373,107821,(producer)
1745373,112533,"(executive producer)"
1745373,193896,"(executive producer)"
1745373,393359,"(executive producer)"
1745373,396511,"(executive producer)"
1745373,444779,"(executive producer)"
1745406,52739,"(executive producer) (as Ron Bozman)"
1745406,263680,(co-producer)
1745406,286561,(producer)
1745406,402228,(producer)
1745406,408018,(producer)
1745406,469981,"(executive producer)"
1745406,521799,"(executive producer) (uncredited)"
1745530,95688,(producer)
1745530,147869,"(associate producer)"
1745530,390369,"(executive producer)"
1746382,412,"(executive producer)"
1746382,267126,(producer)
1746382,273597,"(associate producer)"
1746382,300659,"(executive producer)"
1746382,363900,(producer)
1746382,425466,"(executive producer)"
1746829,56666,"(associate producer)"
1746829,366902,(producer)
1746829,390276,"(line producer)"
1747382,71400,"(associate producer)"
1747382,71403,"(associate producer)"
1747382,80863,"(associate producer)"
1747382,163427,"(executive producer)"
1747382,219537,(producer)
1747382,219538,"(associate producer)"
1747382,375424,"(line producer)"
1747382,396761,"(line producer)"
1747494,62715,(producer)
1747494,111447,"(executive producer)"
1747494,232784,"(producer) (as Loretha Jones)"
1747494,457995,"(executive producer)"
1747545,49666,(co-producer)
1747545,380987,"(executive producer)"
1747545,488800,(producer)
1747545,507698,"(co-executive producer)"
1747545,507723,"(co-executive producer)"
1747545,520919,(producer)
1747649,264936,"(executive producer)"
1747649,282282,(producer)
1747649,343514,(producer)
1747649,468761,"(associate producer)"
1747649,521630,(co-producer)
1747649,531475,(producer)
1747899,214961,(producer)
1747899,214973,"(executive producer)"
1747899,215003,"(executive producer)"
1747899,277754,"(line producer)"
1747899,390122,"(associate producer)"
1747899,525292,"(line producer)"
1747899,529808,"(line producer)"
1748196,27067,"(associate producer)"
1748196,200349,"(associate producer)"
1748196,321316,(producer)
1748196,321642,(producer)
1748196,324523,(producer)
1748196,363001,"(associate producer)"
1748219,27067,"(associate producer)"
1748219,168943,"(executive producer)"
1748219,169104,"(associate producer)"
1748219,321316,(producer)
1748219,321642,(producer)
1748219,324523,(producer)
1748219,348335,"(associate producer)"
1748219,497898,"(associate producer)"
1748315,400872,"(producer) (uncredited)"
1748317,121083,(producer)
1748754,366340,"(co-executive producer)"
1748754,366441,(producer)
1748754,422094,"(executive producer)"
1748754,498078,"(co-executive producer)"
1748996,191239,"(associate producer)"
1748996,453588,"(executive producer) (as Roger Spottiswood)"
1748996,470262,(producer)
1749026,33172,"(associate producer)"
1749026,519218,(producer)
1749222,137950,(producer)
1749222,137951,(producer)
1749247,107041,"(associate producer)"
1749247,222354,(producer)
1749247,326556,(producer)
1749247,365444,(producer)
1749247,365468,"(executive producer)"
1749247,409457,"(executive producer)"
1749438,64053,(producer)
1749683,135909,"(executive producer)"
1749683,135910,"(executive producer)"
1749683,388974,"(executive producer)"
1749683,412888,(producer)
1749731,70042,(producer)
1749731,160579,(producer)
1749731,244406,"(executive producer)"
